Projekt_numer;Projekt_zespół;ID. Części;Rewizja;Opis;Numer katalogowy;Materiał;Typ;Obróbka cieplna;Powłoka;Handlowe;Zużywające;Spawanie;Uwagi;Liczba odniesień
;;TS 2 - 98060015;A;Podkładka siodłowa;-;DECORTECH;H. Mech.;-;-;H;-;-;-;20
1936;010;PRT-A0065213;0;-;-;S235JR/1.0037;-;-;-;-;-;-;-;2
1936;001;PRT-A0065220;0;Pudełko 600x400x110;;Materiał <nieokreślony>;;;;-;-;-;;1
1936;010;PRT-A0065249;0;Rurka 123,5;-;S235JR/1.0037;-;-;-;-;-;-;-;1
;;z łb. walc. gn. 6kąt. M3x12;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;4
;;SR-750HA;D;Czytnik kodów 2D;SR-750HA;KEYENCE;H. Elek.;-;-;H;-;-;-;6
1936;010;PRT-A0066450;A;Płyta pośrednia SR;-;PA13/3.3547;CNC;-;Anodować;-;-;-;-;1
-;-;P32-M12;0;Stopka;P32-M12;FLEXLOGIK;H. Mech.;-;-;H;-;-;-;4
;;sześciokątna M4;E;Nakrętka zwykła;DIN 934;FABORY;H. Mech.;-;-;H;-;-;;2
1936;010;PRT-A0065216;A;Oslona spadni wąska;-;PC /poliweglan;Osłona;-;ESD;-;-;-;-;2
;;H-2B;B;Złącze 90° wewnętrzne;H-2B;FLEXLOGIC;H. Mech.;-;-;H;-;-;-;35
;;H-3B;B;Złącze 90° zewnętrzne;H-3B;FLEXLOGIC;H. Mech.;-;-;H;-;-;-;23
1936;010;R40-PIA dł=2360;0;Rolotok PWC-4050EF Długośc 2040;R40-PIA;FLEXLOGIK;H. Mech.;-;-;H;-;-;-;2
1936;010;PRT-A0065219;A;Podajnik pudełek;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
;;TAP-INT;B;Zaślepka;TAP-INT;FLEXLOGIK;H. Mech.;-;-;H;-;-;-;12
1936;010;PRT-A0065214;0;Rurka 480;-;S235JR/1.0037;-;-;-;-;-;-;-;1
1936;010;PRT-A0065217;0;-;-;S235JR/1.0037;-;-;-;-;-;-;-;6
;;stożkowa 6-kąt M4x16;0;Śruba;DIN 7991;FABORY;H. Mech.;-;-;H;-;-;kl. 8.8;2
1936;010;PRT-A0066456;A;Trzpień mocujący;-;PA6/3.1325;-;-;Anodować;-;-;-;-;1
1936;010;PRT-A0066447;A;Mocowanie SR;-;PA13/3.3547;CNC;-;Anodować;-;-;-;-;1
;;H-6B;B;Złącze męskie;H-6B;Flexlogik;H. Mech.;-;-;H;-;-;-;28
1936;010;PRT-A0065218;A;Oslona spadni szeroka;-;PC /poliweglan;Osłona;-;ESD;-;-;-;-;2
;;H-4B;B;Złącze 180°;H-4B;FLEXLOGIC;H. Mech.;-;-;H;-;-;-;6
1936;010;R40-PIA dł=2360;0;Rolotok PWC-4050EF Długość 2290;R40-PIA;FLEXLOGIK;H. Mech.;-;-;H;-;-;-;2
;-;HT3C-4P-M8;0;Czujnik odbiciowy;HT3C/4P-M8;Leuze;H. Elek.;-;-;H;-;-;-;1
;;R40-SUP;B;Uchwyt rolotoku;R40-SUP;FLEXLOGIK;H. Mech.;-;-;H;-;-;-;10
1936;010;PRT-A0065246;0;Rurka 395;-;S235JR/1.0037;-;-;-;-;-;-;-;1
1936;010;PRT-A0065248;0;Rama spadni obudów;-;S235JR/1.0037;-;-;-;-;-;-;-;1
;;z łb. walc. gn. 6kąt. M5x10;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;2
-;-;SR-750_751_750HA_752_650_651_650HA_652+Bracket;0;Mocowanie Czytnika kodów;-;KEYENCE;H. Mech.;-;-;H;-;-;-;6
1936;010;PRT-A0066453;A;Oslona SR750;-;PC /poliweglan;Osłona;-;ESD;-;-;-;-;1
;;zwykła - M5;A;Podkładka;DIN 125;FABORY;H. Mech.;-;-;H;-;-;;2
1936;010;PRT-A0065212;A;Mocowanie czujnika;-;PA13/3.3547;Skrawanie;-;Szkiełkować;-;-;-;-;1
;;H-5B;A;Przegub żeński II;H-5B;Flexlogik;H. Mech.;-;-;H;-;-;-;28
1936;010;PRT-A0065233;A;Mocowanie;-;PA13/3.3547;CNC;-;Szkiełkować;-;-;-;-;21
;;H-1B;C;Złącze standardowe;H-1B;FLEXLOGIC;H. Mech.;-;-;H;-;-;-;172
1936;005;PRT-A0065111;A;Banda pudełek;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;2
;;R40-PIA dł=735;G;Rolotok;R40-PIA;FLEXLOGIK;H. Mech.;-;-;H;-;-;-;2
1936;008;PRT-A0065106;A;Osłona;-;PC /poliweglan;Osłona;-;ESD;-;-;-;-;1
1936;008;PRT-A0065109;A;Osłona;-;PC /poliweglan;Laser;-;ESD;-;-;-;-;1
;;0002_Spadnie_Tuleja kółkostopki;E;Tulejka kółkostopki;-;1.0503 (C45);Skrawanie;-;Czernić;-;-;-;-;10
;;AC-300S;C;Koło ze stopką;AC-300S;CARRYMASTER;H. Mech.;-;-;H;-;-;-;10
;;R40-PIA dł=1650;G;Rolotok;R40-PIA;FLEXLOGIK;H. Mech.;-;-;H;-;-;-;2
1936;008;PRT-A0065107;A;Osłona;-;PC /poliweglan;Laser;-;ESD;-;-;-;-;1
;;RTG-3 L=1545;A;Banda;-;Flexlogik;H. Mech.;-;-;H;-;-;-;2
1936;008;PRT-A0065110;A;Spadnia kartony;-;1.0038 (St3S);H. Mech.;-;-;P;-;-;-;1
;;R40-SDI;B;Uchwyt rolotoku;R40-SDI;FLEXLOGIK;H. Mech.;-;-;H;-;-;-;6
1936;008;PRT-A0065108;A;Osłona;-;PC /poliweglan;Laser;-;ESD;-;-;-;-;1
1936;007;PRT-A0065102;A;Mocowanie Spadni;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;2
;;RTG-3 L=1114;A;Banda;-;Flexlogik;H. Mech.;-;-;H;-;-;-;2
;;R40-PIA dł=1100;G;Rolotok;R40-PIA;FLEXLOGIK;H. Mech.;-;-;H;-;-;-;2
1936;007;PRT-A0065104;A;Rama spadni opróżniającej;;S235JR/1.0037;;;;P;-;-;;1
1936;;0_72m_07_20_018_0___060_20_12PZ_A2-2;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
1936;005;PRT-A0065127;A;Osłona;-;PCV Spienione;-;-;-;-;-;-;-;1
1936;005;PRT-A0065198;A;Blacha Stołu;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
;;Profil 45x90 L=135;C;Profil 45x90L;3 842 992 432;Profile BOSCH;H. Mech.;-;-;P;-;-;-;1
1936;005;PRT-A0065181;0;Rama stanowiska skręcania;-;Profile BOSCH;H. Mech.;-;-;P;-;-;-;1
1936;005;PRT-A0065147;A;Kątownik górny szuflady;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065148;A;Kątownik dolny szuflady;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
;;K1575.0550;E;Prowadnica teleskopowa;K1575.0550;KIPP;H. Mech.;-;-;H;-;-;Obciążenie < 40 kg;5
1936;005;PRT-A0065146;0;Kątownik górny szuflady;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
;;092001;B;Uchwyt;092001;FATH;H. Mech.;-;-;H;-;-;-;9
1936;005;PRT-A0065145;A;Blacha Pudełka II;-;S235JR/1.0037;Laser;-;Malować RAL 3020 (czerwony);-;-;-;-;1
1936;005;PRT-A0065149;A;Kątownik dolny szuflady;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065208;C;Mocowanie Supportu;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;4
;;0000_Stanowiska_Płyta końcowa kółka;D;Płyta kółka;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;2
;;Profil 45x45 L=385;C;Profil 45x45;3 842 992 425;Profile BOSCH;H. Mech.;-;-;P;-;-;-;3
1936;005;PRT-A0066027;A;Mocowanie gniazda;-;S235JR/1.0037;-;-;-;-;-;-;-;2
1936;005;PRT-A0065188;A;Osłona;-;PC /poliweglan;Osłona;-;ESD;-;-;-;-;1
1936;005;PRT-A0068995;A;Płyta kółka;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;1
-;-;124.00023;0;Pilot na kablu D / Pamięć;124.00023;ERGOSWISS;H. Elek.;-;-;H;-;-;-;2
;-;LMBWLB92CLIP;0;Mocowanie lampy;93568;BANNER;H. Mech.;-;-;H;-;-;-;2
;;093W421N10;D;Kątownik 45x45;093W421N10;FATH;H. Mech.;-;-;H;-;-;-;57
;;Profil 45x45 L=41;C;Profil 45x45;3 842 992 425;Profile BOSCH;H. Mech.;-;-;P;-;-;-;3
1936;005;PRT-A0066022;A;Mocowanie IGUS;-;S235JR/1.0037;-;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065182;A;Osłona;-;PC /poliweglan;Osłona;-;ESD;-;-;-;-;1
;;z łb. walc. gn. 6kąt. M5x35;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;1
;;AC-600S;A;Koło ze stopką;AC-600S;CARRYMASTER;H. Mech.;-;-;H;-;-;-;4
1936;005;PRT-A0065116;A;Osłona;-;PCV Spienione;Laser;-;-;-;-;-;-;1
1936;005;PRT-A0065190;0;Regulator Wentylatora;-;-;H. Elek.;-;-;H;-;-;-;1
;;0,915m 118.080.063.0.1180.080.14PZB.A2;C;Prowadnik kablowy z mocowaniem;0,915m 118.080.063.0.1180.080.14PZB.A2;IGUS;H. Mech.;-;-;H;-;-;-;2
1936;005;PRT-A0065121;A;Osłona;-;PC /poliweglan;Osłona;-;ESD;-;-;-;-;1
1881;005;PRT-A0065196;A;Mocowanie prowadnika;-;S235JR/1.0037;Laser;-;RAL 7035;-;-;-;-;1
;;Czujnik ruchu;O;Czujnik Ruchu;wg. schem. elekt.;wg. schem. elekt.;H. Mech.;-;-;H;-;-;-;1
1936;005;PRT-A0065113;0;Profile drukarek;-;Profile BOSCH;H. Mech.;-;-;P;-;-;-;1
1936;005;PRT-A0065193;A;Osłona;-;PC /poliweglan;Osłona;-;ESD;-;-;-;-;1
1936;005;PRT-A0065202;A;Wzmocnienie trójkątne;-;PA6/3.1325;CNC;-;Nie Anodować;-;-;-;-;1
1936;005;PRT-A0065201;A;Mocowanie;-;PA6/3.1325;CNC;-;Nie Anodować;-;-;-;-;2
1936;001;PRT-A0065120;A;Mocowanie Ergoswiss AG;-;PA6/3.1325;CNC;-;Nie Anodować!!!;-;-;-;-;1
;;Profil 45x90 L=90;C;Profil 45x90L;3 842 992 432;Profile BOSCH;H. Mech.;-;-;P;-;-;-;1
;;Stanowisko OP10;G;Czujnik wizyjny;wg schematu el.;KEYENCE;-;-;-;H;-;-;-;1
1936;005;PRT-A0065129;0;;-;Profile BOSCH;-;-;-;P;-;-;-;1
1936;005;PRT-A0065152;A;Mocowanie czujnika wizyjnego;-;PA13/3.3547;Skrawanie;-;Szkiełkować;-;-;-;-;1
1936;005;PRT-A0065209;A;Kątownik;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;3
;-;IUT-F190-B40-2V1D-FR1-01;0;Czytnik RFID;IUT-F190-B40-2V1D-FR1-01;PEPPERL-FUCHS;H. Elek.;-;-;H;-;-;-;1
;;0000_Stanowiska_Wspornik I;D;Wspornik I;-;St3S/1.0038;Laser;-;wg wykazu;O;-;-;-;6
;;Profil 45x45 L=358;C;Profil 45x45;3 842 992 425;Profile BOSCH;H. Mech.;-;-;P;-;-;-;2
;;Decathlon-Koszyk-Bidonu;A;;;ALUSTAR;;-;-;H;-;-;;2
;;Decathlon-Bidon;B;Bidon;-;Decathlon;H. Mech.;-;-;H;-;-;-;2
1936;005;PRT-A0066025;A;Mocowanie prowadnika;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;2
1936;005;PRT-A0065114;A;Blacha Drukarki III;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065155;A;Kątownik stalowy 1;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;4
1936;005;PRT-A0065161;A;Blokada trzpienia szuflady;-;C45/1.0503;CNC;-;Czernić;-;-;-;-;4
1936;005;PRT-A0065166;0;Kątownik stalowy 2;-;S235JR/1.0037;Skrawanie;-;Czernić;-;-;-;-;1
;-;GN 608.1-8-18;0;Trzepień ustalający;GN 608.1-8-18;ELESA+GANTER;-;-;-;H;-;-;GN 608.1-8-18;4
1936;005;PRT-A0065169;0;Pudełko na etykiety;-;ABS;Druk 3D;-;-;-;-;-;-;1
1881;;ZEBRA ZT411 RFID TAG PRINTER;0;Drukarka RFID;ZT411;ZEBRA;H. Elek.;-;-;H;-;-;-;1
1936;005;PRT-A0065126;A;Blacha Drukarki II;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065156;A;Mocowanie Prowadnika Drukarki;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;4
1936;;0_72m_07_20_018_0___060_20_12PZ_A2;A;Prowadnik kablowy;-;IGUS;H. Mech.;-;-;M;-;-;-;4
1936;005;PRT-A0065118;0;Kątownik stalowy 2;-;S235JR/1.0037;Skrawanie;-;Czernić;-;-;-;-;2
1936;005;PRT-A0065159;A;Mocowanie gniazdka;-;PA6/3.1325;CNC;-;Anodować;-;-;-;-;1
1936;005;PRT-A0065163;A;Pudełko na etykiety;-;ABS;Druk 3D;-;-;-;-;-;-;1
1936;005;PRT-A0065167;A;Kątownik stalowy 1;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065170;0;Kątownik stalowy 2;-;S235JR/1.0037;Skrawanie;-;Czernić;-;-;-;-;1
1881;-;ZEBRA SQUIX 2 300 + CUTTER CU;0;Drukarka - Squix 2;Squix 2;cab;H. Elek.;-;-;H;-;-;-;1
1936;005;PRT-A0065154;A;Kątownik stalowy 1;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;2
1936;005;PRT-A0065119;A;Kątownik stalowy 2;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;4
1936;005;PRT-A0065160;A;Mocowanie prowadnika;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;4
1936;005;PRT-A0065165;B;Blacha Drukarki IV;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;;ZT510;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
;-;SQUIX 6-300;0;-;-;Materiał <nieokreślony>;-;-;-;H;-;-;-;1
1936;005;PRT-A0065168;A;Kątownik stalowy 1;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065171;A;Blacha Drukarki I;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065122;C;Blacha Podłoga;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
;-;126.00138;0;Mocowanie;126.00.138;ERGOSWISS;H. Mech.;-;-;H;-;-;-;4
;-;119.00314;0;Kolumna;119.00314;ERGOSWISS;H. Elek.;-;-;H;-;-;-;4
;-;124.00142;0;Kabel zasilający EU 3m;124.00142;ERGOSWISS;H. Elek.;-;-;H;-;-;-;4
;-;119.00315;0;Kolumna;119.00315;ERGOSWISS;H. Mech.;-;-;H;-;-;-;4
;-;WLB92ZC1100PBQMB;0;Lampa;WLB92ZC1100PBQMB;BANNER;H. Elek.;-;-;H;-;-;-;1
;;093W404N10;E;Kątownik 40x40;093W404N10;FATH;H. Mech.;-;-;H;-;-;-;19
;;Profil 40x40 L=150;K;Profil 40x40;3 842 993 120;Profile BOSCH;H. Mech.;-;-;H;-;-;-;1
1936;005;PRT-A0065125;A;Mocowanie Rolki;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;2
1936;005;PRT-A0065199;0;Etykieta No. 2;-;Materiał <nieokreślony>;H. Mech.;-;-;H;-;-;-;2
1936;005;PRT-A0065115;A;Osłona Etykiet;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
1936;005;PRT-A0065183;A;Mocowanie;-;2H13/1.4021;Skrawanie;-;-;-;-;-;-;2
;;z łbem kulistym M5x20;0;Śruba;ISO 7380;FABORY;H. Mech.;-;-;H;-;-;-;2
;;093W451N10;C;Kątownik 45x90;093W451N10;FATH;H. Mech.;-;-;H;-;-;-;7
1936;005;PRT-A0066016;A;Mocowanie osłony;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
;;K0140.08X16;B;Śruba radełkowa;K0140.08X16;KIPP;H. Mech.;-;-;H;-;-;-;2
1936;005;PRT-A0065185;A;Wałeczek;-;PA6/3.1325;Skrawanie;-;Szkiełkować;-;-;-;-;2
;;Profil 45x45 L=380;C;Profil 45x45;3 842 992 425;Profile BOSCH;H. Mech.;-;-;P;-;-;-;1
;;poszerzana - M5;0;Podkładka;DIN 9021;FABORY;H. Mech.;-;-;H;-;-;;2
1936;005;PRT-A0065206;A;Mocowanie Pilota;-;PA13/3.3547;Skrawanie;-;Szkiełkować;-;-;-;-;2
1936;005;PRT-A0065174;A;Mocowanie Prowadnika;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;2
1936;005;PRT-A0065191;A;Wpustka czujnika;-;PC /poliweglan;Osłona;-;ESD;-;-;-;-;1
;;091046;B;Zaślepka 40x40;091046;FATH;H. Mech.;-;-;H;-;-;-;11
;;3 842 532 205;A;Łącznik profilu 40 - 45st.;3 842 532 205;REXROTH;H. Mech.;-;-;H;-;-;-;2
1936;005;PRT-A0065192;A;Mocowanie prowadnika;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065197;A;Osłona;-;PC /poliweglan;Osłona;-;ESD;-;-;-;-;1
;;3 842 515 547;A;Kątownik R28x38;3 842 515 547;REXROTH;H. Mech.;-;-;H;-;-;-;10
1936;005;PRT-A0065153;0;Profile blatu stanowiska skręcania;-;Profile BOSCH;H. Mech.;-;-;P;-;-;-;1
1936;005;PRT-A0065132;A;Prowadzenie Pudełek 2;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
;-;BAM00A2;0;Uchwyt uniwersalny;BAM00A2;BALLUFF;H. Mech.;-;-;H;-;-;-;4
1936;005;PRT-A0065136;B;Mocowanie Pick2Light;-;PA13/3.3547;Skrawanie;-;Szkiełkować;-;-;-;-;5
;;LH1D-H2HQ4C30RG;B;Lampka LED RG;LH1D-H2HQ4C30RG;IDEC;H. Elek.;-;-;H;-;-;-;6
;;z łb. walc. gn. 6kąt. M5x12;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;3
;;L=129;0;Korytko kabl. 30x40;Magazyn;Magazyn;H. Mech.;-;-;H;-;-;;1
;;Profil 40x40 L=236;K;Profil 40x40;3 842 993 120;Profile BOSCH;H. Mech.;-;-;H;-;-;-;2
1936;005;PRT-A0065131;A;Ramka pudełek pick2light;-;Profile BOSCH;H. Mech.;-;-;P;-;-;-;1
;;Profil 40x40 L=120;K;Profil 40x40;3 842 993 120;Profile BOSCH;H. Mech.;-;-;H;-;-;-;5
1936;005;PRT-A0066511;A;Płytka Pick2Light;-;DC01/1.0330;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;4
;;walcowa 6-kąt niska M4x6;0;Śruba;DIN 7984;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;1
1936;005;PRT-A0065140;A;Blacha;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065144;A;Prowadzenie Pudełek;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;3
;-;BOS01NN;0;Czujnik odbiciowy;BOS 08E-PS-KD20-S49;BALLUFF;H. Elek.;-;-;H;-;-;-;4
1936;005;PRT-A0065138;A;Mocowanie SR-750;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;4
1936;;Tabliczka 37x74;0;-;-;PC /poliweglan;-;-;-;-;-;-;-;4
;;Profil 40x40 L=200;K;Profil 40x40;3 842 993 120;Profile BOSCH;H. Mech.;-;-;H;-;-;-;1
1936;005;PRT-A0070044;A;Mocowanie Lampki;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;4
;;Przegub 40x40 elast.;C;Przegub 40x40;3 842 532 235;Bosch Rexroth;H. Mech.;-;-;H;-;-;-;10
1936;005;PRT-A0065142;A;Prowadzenie Pudełek 2;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
;-;BEF-NUT-SLG2;0;Mocowanie kurtyny;2111624;SICK;H. Mech.;-;-;H;-;-;-;8
;-;SLG25S-020FER21A00 - P;0;Kurtyna świetlna;1120083;Materiał <nieokreślony>;H. Elek.;-;-;H;-;-;-;4
0;-;SLG25S-020FER21A00 - L;0;Kurtyna świetlna;1120083;Materiał <nieokreślony>;H. Elek.;-;-;H;-;-;-;4
1936;005;PRT-A0065134;B;Mocowanie czujnika;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;4
1936;005;PRT-A0065143;B;Odbłyśnik Pick2Light;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
;;L=213;0;Korytko kabl. 30x40;Magazyn;Magazyn;H. Mech.;-;-;H;-;-;;3
1936;005;Profil 40x40 L=1026;0;Profil 40x40;3 842 993 120;Profile BOSCH;H. Mech.;-;-;P;-;-;--;1
;;Profil 40x40 L=135;K;Profil 40x40;3 842 993 120;Profile BOSCH;H. Mech.;-;-;H;-;-;-;5
1936;005;PRT-A0065143-Lustro;0;-;-;S235JR/1.0037;-;-;-;-;-;-;-;1
1936;005;PRT-A0065137;B;Osłona Pick2Light;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;3
1936;005;PRT-A0065203;A;Osłona;-;PC /poliweglan;Osłona;-;ESD;-;-;-;-;1
;;0000_Stanowiska_Blaszka czujnika ruchu;C;Blaszka czujnika ruchu;-;S235JR/1.0037;Laser;-;wg wykazu;O;-;-;-;1
;;Profil 45x45 L=1000;C;Profil 45x45;3 842 992 425;Profile BOSCH;H. Mech.;-;-;P;-;-;-;1
1936;005;PRT-A0066029;A;Kątownik;-;S235JR/1.0037;-;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065175;A;Gniazdo Obudowy Górnej;-;PE 500;Skrawanie;-;Kolor: Biały;-;Z;-;-;1
1936;005;PRT-A0072050-Lustro;0;-;-;PA13/3.3547;-;-;-;-;-;-;-;1
1936;005;PRT-A0065178;A;Osłona;-;PE 500;Skrawanie;-;Kolor: Biały;-;-;-;-;1
0;-;BOS 5K-PS-IX10-S75;0;Bariera optoelektroniczna jednokierunkowa;BOS0126;BALLUFF;-;-;-;H;-;-;-;2
;;Wtyczka M8x1 prosta;A;Wtyczka;wg. schematu;BALLUFF;H. Mech.;-;-;H;-;-;-;2
1936;005;PRT-A0072050;A;Mocowanie BOS-a;-;PA13/3.3547;CNC;-;Anodować;-;-;-;-;1
1936;005;PRT-A0065179;A;Mocowanie gniazda;-;PA6/3.1325;Skrawanie;-;Szkiełkować;-;-;-;-;1
1936;005;PRT-A0068995-Lustro;0;-;-;PA6/3.1325;-;-;-;-;-;-;-;1
;;Profil 45x45 L=219;C;Profil 45x45;3 842 992 425;Profile BOSCH;H. Mech.;-;-;P;-;-;-;1
1936;005;PRT-A0066023;A;Mocowanie IGUS 2;-;S235JR/1.0037;-;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065205;A;Mocowanie Przycisku;-;PA6/3.1325;Skrawanie;-;Szkiełkować;-;-;-;-;1
