Projekt_numer;Projekt_zespół;ID. Części;Rewizja;Opis;Numer katalogowy;Materiał;Typ;Obróbka cieplna;Powłoka;Handlowe;Zużywające;Spawanie;Uwagi;Liczba odniesień
1927;300;PRT-A0061954;A;Kostka dystansowa;-;PA13/3.3547;Skrawanie;-;Anodować;-;-;-;-;8
1927;300;PRT-A0056663-Lustro;A;-;-;S235JR/1.0037;-;-;-;-;-;-;-;3
1927;300;Pas transportowy;B;Pas transportowy zgrzany w pętlę;P25-14A L=1972 B=415;YONG LI;H. Mech.;-;-;H;Z;-;P25-14A L=1972 B=415;2
1927;300;PRT-A0073493;A;Kostka ograniczająca pas podajnika dźwigni;-;PA 6 /Poliamid;Skrawanie;-;Kolor: Zielony;-;Z;-;-;8
1927;300;PRT-A0063666;A;Dystans bandy;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;4
1927;300;PRT-A0061955-Lustro;A;-;-;S235JR/1.0037;-;-;-;-;-;-;-;2
;-;lewy pozycja;0;Bariera optoelektroniczna jednokierunkowa;BOS0125;BALLUFF;H. Elek.;-;-;H;-;-;-;12
1927;300;PRT-A0058016;A;Mocowanie podajnika dźwigni;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;2
1927;300;PRT-A0057960;A;Mocowanie prowadnika I;-;S235JR/1.0037;Laser;-;Malować RAL 7045;-;-;-;-;2
-;-;Wózek HGH25HAZ0H;0;;;HIWIN;;;;H;;;;8
;;bez łba, koniec płaski M12x55;B;Śruba;DIN 913;FABORY;H. Mech.;-;-;H;-;-;kl. 8.8;2
1927;300;PRT-A0057965;A;Płyta górna windy;;PA13/3.3547;CNC;;Anodować;-;-;-;;2
1927;300;PRT-A0057958;A;Mocowanie prowadnika II;-;S235JR/1.0037;Laser;-;Malować RAL 7045;-;-;-;-;2
;-;C5050;0;Ucho pojedyncze;C5050;SMC;H. Mech.;;;H;;;;2
1927;300;PRT-A0057968;A;Kostka ograniczająca;;C45/1.0503;CNC;;Czernić;-;-;-;;8
1927;300;PRT-A0057956;A;Mocowanie transportera II;;C45/1.0503;Skrawanie;-;Czernić;-;-;-;;16
1927;300;PRT-A0057963;A;Żebro I;;PA13/3.3547;CNC;;Anodować;-;-;-;;4
1927;300;PRT-A0057969;A;Kątownik zderzaka I;-;C45/1.0503;CNC;-;Czernić;-;-;-;-;2
1927;300;PRT-A0057967;A;Kątownik zderzaka II;-;40HMQT/1.7225 +QT;CNC;-;Czernić;-;-;-;-;2
;;sześciokątna M12;E;Nakrętka zwykła;DIN 934;FABORY;H. Mech.;-;-;H;-;-;;8
1927;300;PRT-A0057964;A;Płyta boczna windy;;PA13/3.3547;CNC;;Anodować;-;-;-;;2
;;JA50-16-150;C;Sprzęgło;JA50-16-150.SLDPRT;SMC;-;-;-;H;-;-;-;4
1927;300;PRT-A0057961;A;Wzmocnienie mocowania;;C45/1.0503;CNC;-;Czernić;-;-;-;;2
;;Φ12x60;H;Śruba pasowana;-;FABORY;H. Mech.;-;-;H;-;-;-;1
1927;300;PRT-A0060002;A;Mocowanie siłownika 3;-;C45/1.0503;CNC;-;Czernić;-;-;-;-;2
1927;300;PRT-A0060001;A;Mocowanie siłownika 2;-;C45/1.0503;CNC;-;Czernić;-;-;-;-;2
1927;300;PRT-A0060001-Lustro;A;-;-;C45/1.0503;-;-;-;-;-;-;-;2
1927;300;PRT-A0060000;A;Mocowanie siłownika;-;C45/1.0503;CNC;-;Czernić;-;-;-;-;2
;-;Prawa;0;Siłownik;CP96SDB50-200C;Złożenie;-;-;-;H;-;-;-;2
1927;300;PRT-A0057966;A;Płyta prowadzenia windy;;PA13/3.3547;CNC;-;Anodować;-;-;-;;2
;;HGR25R L=520mm 9 otw. sym.;D;Szyna;HGR25R;HIWIN;H. Mech.;-;-;H;-;-;-;4
1927;300;PRT-A0057959;A;Prowadnik kablowy;E2i.26.038.055.0 + 2030.12PZ+.A1;IGUS;H. Mech.;-;-;H;-;-;E2i.26.038.055.0 + 2030.12PZ+.A1;2
1927;300;PRT-A0058023;A;Osłona;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
1927;300;PRT-A0058017;A;Zabudowa podajnika;-;Profile BOSCH;-;-;-;P;-;-;-;1
1927;300;PRT-A0058037;A;Wzmocnienie trójkątne;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
;;VO 0412;B;Oprawa natynkowa;VO 0412;VOLTENO;H. Elek.;-;-;H;-;-;-;2
;;3 842 528 746;B;Łącznik profilu 180, N10;3 842 528 746;REXROTH;H. Mech.;-;-;H;-;-;-;2
1927;300;PRT-A0058037-Lustro;A;-;-;DC01/1.0330;-;-;-;-;-;-;-;1
1927;300;PRT-A0058021;A;Osłona;-;DC01/1.0330;Osłona;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;300;PRT-A0057954;A;Kątownik łączący;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;2
;;093W404N10;E;Kątownik 40x40;093W404N10;FATH;H. Mech.;-;-;H;-;-;-;67
;;098DM12150M;A;Tzrpień stopki;-;FATH;H. Mech.;-;-;H;-;-;-;19
;;098D080KG;D;Stopka 80kg;098D080KG;FATH;H. Mech.;-;-;H;-;-;-;21
;;093T40801212R;A;Płytka stopki 40X80 M12;093T40801212R;FATH;H. Mech.;-;-;H;-;-;-;5
;;091137;B;Zaślepka 40x80;091137;FATH;H. Mech.;-;-;H;-;-;-;10
1927;300;PRT-A0057955;B;Rama przenośnika dźwigni;;Profile BOSCH;;;;P;-;-;;1
;;093W403N10;C;Kątownik 40x80;093W403N10;FATH;H. Mech.;-;-;H;-;-;-;6
;;E3Z-R81-M5J;A;;;OMRON;;;;H;;;;1
1927;300;PRT-A0061956;A;Banda II;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
1927;802;PRT-A0069150;A;Śruba napinania;-;C45/1.0503;Skrawanie;-;Cynkować na biało;H;-;-;-;12
1927;300;PRT-A0058009;A;Banda I;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
1927;802;PRT-A0068584;A;Element kontrujący;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;12
1927;300;PRT-A0058020;A;Osłona;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;2
1927;300;PRT-A0061991;A;Mocowanie czujnika;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;4
1927;300;PRT-A0057980;A;Rolka;-;PLASTEM;H. Mech.;-;-;H;-;-;30x1.5 stal ocynkowana, DRR 433 mm, DDZ 448 mm, DO 465 mm, oś Φ8;18
1927;300;PRT-A0061981-Lustro;B;-;-;S235JR/1.0037;-;-;-;-;-;-;-;2
1927;300;PRT-A0061981;B;Rama przenośnika;-;S235JR/1.0037;Laser;-;Malować RAL 7045;-;-;-;-;2
1927;300;PRT-A0057981;A;Mocowanie zjazdu;;S235JR/1.0037;Laser;-;Malować RAL 7045;-;-;-;;8
1927;300;PRT-A0061991-Lustro;A;-;-;S235JR/1.0037;-;-;-;-;-;-;-;4
1927;300;PRT-A0061992;A;Banda podajnika;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;2
1927;300;PRT-A0061968;A;Dystans bandy rolotoku;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;12
;;Profil 80x40 L=450;B;Profil 80x40;3 842 993 130;Profile BOSCH;H. Mech.;-;-;P;-;-;-;6
1927;300;PRT-A0061992-Lustro;A;-;-;0H18N9/1.4301;-;-;-;-;-;-;-;2
1927;300;PRT-A0058024;A;Osłona;-;PC /poliweglan;Osłona;-;-;-;-;-;-;4
1927;300;PRT-A0058019-Lustro;0;-;-;DC01/1.0330;-;-;-;-;-;-;-;1
1927;300;PRT-A0058040;A;Mocowanie ramki;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;2
1927;300;PRT-A0062215;A;Osłona;-;PC /poliweglan;Osłona;-;-;-;-;-;-;1
;;3 842 529 005;B;Kątownik 40-80;3 842 529 005;REXROTH;H. Mech.;-;-;H;-;-;-;5
1927;300;PRT-A0057944;A;Mocowanie siłownika CD85N20;-;PA13/3.3547;CNC;-;Anodować;-;-;-;-;2
1927;300;PRT-A0057943;A;Nakrętka tłoczyska;-;1.2312 (40CrMnMoS8-6);CNC;-;-;-;-;-;-;2
1927;300;PRT-A0057947;A;Docisk;-;PA13/3.3547;CNC;-;Anodować;-;-;-;-;1
;-;Domyślna;0;Siłownik;;Złożenie;-;-;-;H;;;;1
;;HGR15R L=170mm 3 otw. sym.;K;Szyna;HGR15R;HIWIN;H. Mech.;-;-;H;-;-;-;2
1927;300;PRT-A0057948-Lustro;B;-;-;POM;-;-;-;-;-;-;-;1
1927;300;PRT-A0057942;A;Podstawa I;-;PA13/3.3547;CNC;-;Anodować;-;-;-;-;1
;;HGH15CAZOH;E;Wózek;HGH15CAZOH;HIWIN;H. Mech.;-;-;H;-;-;;4
1927;300;PRT-A0057945;A;Końcówka tłoczyska;-;C45/1.0503;CNC;-;Czernić;-;-;-;-;2
1927;300;PRT-A0058003;A;Ramka transportera wewnętrznego;;Profile BOSCH;-;;-;P;-;-;;2
1927;300;PRT-A0057999;A;Blacha ślizgowa;;0H18N9/1.4301;Laser;-;-;;;;;2
1927;300;PRT-A0057974;A;Mocowanie baz;;PA6/3.1325;CNC;-;Anodować;-;-;-;;2
1927;300;Pas transportowy;B;Pas transportowy zgrzany w pętlę;P25-14A L=1472 B=415;YONG LI;H. Mech.;-;-;H;Z;-;P25-14A L=1472 B=415;2
1927;300;PRT-A0057985;A;Mocowanie bandy I;;PA13/3.3547;CNC;-;Anodować;-;-;-;;2
1927;300;PRT-A0057975;A;Elektrobęben 80LP fi84;0D4CP015F9-450;RULMECA;H. Elek.;-;-;H;Z;-;-;1
1927;300;PRT-A0057998;A;Bęben napinający;0DRFS-450;RULMECA;H. Mech.;-;-;H;Z;-;-;2
1927;300;PRT-A0057977;A;Dystans bandy;;PA6/3.1325;Skrawanie;;Anodować;-;-;-;;4
1927;300;PRT-A0057995;A;Banda II;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
1927;300;PRT-A0057972;B;Baza boczna;-;PA 6 /Poliamid;CNC;-;Kolor: Czarny;-;Z;-;-;1
1927;300;PRT-A0058002;A;Popychacz bębna;;C45/1.0503;Skrawanie;;Czernić;-;-;-;;8
1927;300;PRT-A0057976;A;Mocowanie bandy II;-;PA13/3.3547;CNC;-;Anodować;-;-;-;-;2
1927;300;PRT-A0057994;B;Baza narożna;-;PA 6 /Poliamid;CNC;-;Kolor: Czarny;-;Z;-;-;1
1927;300;PRT-A0058019;A;Osłona;-;DC01/1.0330;Osłona;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;300;PRT-A0057994-Lustro;B;Baza narożna;-;PA 6 /Poliamid;Skrawanie;-;Kolor: Czarny;-;Z;-;-;1
1927;300;PRT-A0057972-Lustro;B;Baza boczna;-;PA 6 /Poliamid;CNC;-;Kolor: Czarny;-;Z;-;-;1
1927;300;PRT-A0057974-Lustro;A;Mocowanie baz;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;Lustro detalu PRT-A0011243;2
1927;300;PRT-A0057975;A;Elektrobęben 80LP fi84;DL84 0,12kW;RULMECA;H. Elek.;-;-;H;Z;-;-;1
1927;300;PRT-A0057995-Lustro;A;Banda II;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
1927;300;PRT-A0058022;A;Osłona;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;2
;;Φ12x70;H;Śruba pasowana;-;FABORY;H. Mech.;-;-;H;-;-;-;1
1927;300;PRT-A0062241;A;Półka dolna;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
;-;3 842 548 783;0;Zaślepka 40x40 z otworem;3 842 548 783;REXROTH;H. Mech.;-;-;H;-;-;-;3
1927;300;PRT-A0058030;A;Blacha;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;300;PRT-A0058029;A;Blacha;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;300;PRT-A0058035;A;Blacha;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;300;PRT-A0058027;A;Osłona;-;PC /poliweglan;Osłona;-;-;-;-;-;-;1
1927;300;PRT-A0058031;A;Blacha;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
;;098DM12100M;C;Nóżka M12x100;098DM12100M;FATH;H. Mech.;-;-;H;-;-;-;8
1927;300;PRT-A0058026;A;Zabudowa 1;-;Profile BOSCH;-;-;-;P;-;-;-;1
1927;300;PRT-A0058036;A;Półka;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
1927;300;PRT-A0058028;A;Osłona;-;PC /poliweglan;Osłona;-;-;-;-;-;-;1
1927;300;PRT-A0058032;A;Blacha;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;300;PRT-A0073581;A;Osłona;-;PC /poliweglan;Laser;-;-;-;-;-;-;1
;;3 842 528 968;A;Zaślepka 40x40L;3 842 528 968;REXROTH;H. Mech.;-;-;H;-;-;-;6
;-;CD85N20-100C-B;0;Siłownik;;SMC;H. Mech.;-;-;H;;;;1
1927;300;PRT-A0057947-Lustro;A;-;-;PA6/3.1325;-;-;-;-;-;-;-;1
1927;300;PRT-A0057942-Lustro;A;Podstawa I;-;PA13/3.3547;Skrawanie;-;Anodować;-;-;-;Lustro detalu PRT-A0011388;1
1927;300;PRT-A0057948;B;Nakładka;-;POM;CNC;-;-;-;-;-;-;1
;;3 842 528 967;B;Kątownik 40-40;3 842 528 967;REXROTH;H. Mech.;-;-;H;-;-;-;12
;;VE 2;A;Stoper;0842900300;;H. Mech.;-;-;H;-;-;-;10
-;-;BIS00Y9;0;Pamięć RFID;BIS00Y9;BALLUFF;H. Elek.;-;-;H;-;-;-;7
1927;999;PRT-A0044350;;Zderzak Paletki;-;40HM/1.7225;Skrawanie;40 HRC±2HRC;Czernić;-;Z;-;-;28
1927;999;PRT-A0044354;;Znacznik L;-;S235JR/1.0037;Laser;-;Malować RAL 5012;-;-;-;-;4
1927;999;PRT-A0044353;;Mocowanie RFID;-;POM;Skrawanie;-;Kolor: Czarny;-;-;-;-;7
1927;999;PRT-A0044351;;Tuleja Bazująca;-;40HM/1.7225;Skrawanie;52 HRC±2HRC;Czernić;-;Z;-;-;14
;-;Tabliczka L35 KST 54x37;0;;;;;-;-;H;-;-;;7
;-;K0292.08;0;Kołki podporowe;K0292.08;KIPP;H. Mech.;-;-;H;-;-;-;88
;;BRT-35X35B_arch;B;Lusterko;BRT-35X35B;BANNER;H. Elek.;-;-;H;-;-;-;4
1927;999;PRT-A0056481;0;Płyta paletki BMW G45 ODWRÓCONA;BOSCH płyta 400x400;PA13/3.3547;Skrawanie;;Anodować;-;-;-;-;7
1927;999;PRT-A0044329;;Wkładka;-;S355J2+N/1.0562;Skrawanie;-;Czernić;-;-;-;-;14
1927;999;PRT-A0044355;;Znacznik P;-;S235JR/1.0037;Laser;-;Malować RAL 6018;-;-;-;-;4
;;3 842 524 614;A;Positioning busching;3 842 524 614;REXROTH;H. Mech.;-;-;H;-;-;;28
;;3 842 174 304;B;Corner Module;3 842 174 304;REXROTH;H. Mech.;-;-;H;-;-;-;28
;;Domyślna;C;Czujnik indukcyjny M12;BES0068;BALLUFF;H. Elek.;-;-;H;-;-;-;7
1927;802;PRT-A0058062;B;Profil;-;Profile BOSCH;-;-;-;P;-;-;-;4
1927;802;PRT-A0059832;A;Mocowanie Lampki;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;6
;;091046;B;Zaślepka 40x40;091046;FATH;H. Mech.;-;-;H;-;-;-;21
1927;802;PRT-A0058350;A;Osłona kurtyny;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;4
;;PLG3-420F431;B;Standardowa kurtyna pomiarowa;;SICK;H. Elek.;-;-;H;-;-;;4
;;LH1D-H2HQ4C30RG;B;Lampka LED RG;LH1D-H2HQ4C30RG;IDEC;H. Elek.;-;-;H;-;-;-;7
1927;802;PRT-A0058322;B;Profil;-;Profile BOSCH;-;-;-;P;-;-;-;4
;;AC-300S;C;Koło ze stopką;AC-300S;CARRYMASTER;H. Mech.;-;-;H;-;-;-;8
;;Przegub 40x40 elast.;C;Przegub 40x40;3 842 532 235;Bosch Rexroth;H. Mech.;-;-;H;-;-;-;4
1927;802;PRT-A0057866;A;Płyka kółek;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;8
;;E3Z-LS86;A;Czujnik fotoelektryczny;E3Z-LS86;OMRON;H. Elek.;-;-;H;-;-;-;2
1927;802;PRT-A0058927;A;Półka przekładek;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;2
1927;802;PRT-A0057704;A;Kątownik pudełka;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;2
;;Bosch Rexroth-Przegub 40x40 elast.;C;Przegub 40x40;3 842 532 235;Bosch Rexroth;H. Mech.;-;-;H;-;-;-;7
1927;802;PRT-A0058076;A;Profil;-;Profile BOSCH;-;-;-;P;-;-;-;4
1927;801;PRT-A0057934;B;Profil;-;Profile BOSCH;-;-;-;P;-;-;-;2
1927;802;PRT-A0057551;B;Ramka pakowania;-;Profile BOSCH;-;-;-;P;-;-;-;2
1927;802;PRT-A0058487;A;Kątownik czujnika;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;2
1927;802;PRT-A0057585;A;Ceownik pudełka;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;2
;-;REF-PLG420;0;Odbłyśnik;-;SICK;H. Mech.;-;-;H;-;-;-;3
;;Bosch Rexroth-Przegub 40x40 elast.;C;Przegub 40x40;3 842 532 235;Bosch Rexroth;H. Mech.;-;-;H;-;-;-;11
1927;801;PRT-A0061953;A;Blacha kontrolera;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;801;PRT-A0056720;A;Płytka szafy 2;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
;;sześciokątna M16;E;Nakrętka zwykła;DIN 934;FABORY;H. Mech.;-;-;H;-;-;;10
;;098D080KG;D;Stopka 80kg;098D080KG;FATH;H. Mech.;-;-;H;-;-;-;38
1927;801;PRT-A0056708;A;Blacha dolna 5;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;801;PRT-A0056703;A;Osłona boczna 2;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;802;PRT-A0061919;A;Osłona kontrolera;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
;-;SE 5830.600;0;Szafka elektryczna 1800x600x400;;Rittal;H. Elek.;-;-;H;-;-;;1
1927;801;PRT-A0056768;A;Blacha dolna 5;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;801;PRT-A0056719;A;Płytka szafy 1;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
;-;098DM16150M;0;Nóżka M16x150;098DM16150M;FATH;H. Mech.;-;-;H;-;-;-;28
1927;801;PRT-A0056706;A;Blacha dolna 4;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;801;PRT-A0056701;A;Osłona boczna 1;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;2
;;SE 5842.600;A;Szafka elektryczna 1800x1600x400;;Rittal;H. Elek.;-;-;H;-;-;;1
1927;801;PRT-A0056721;A;Płytka szafy 3;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;801;PRT-A0056717;A;Blacha dolna 1;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;801;PRT-A0056704;A;Osłona boczna 3;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;801;PRT-A0057008;A;Płyta robota;-;S235JR/1.0037;Laser;-;-;-;-;-;-;1
1927;801;PRT-A0056694;A;Żebro;-;S235JR/1.0037;Laser;-;Nie malować!;-;-;-;-;2
1927;101;PRT-A0048349;B;Płyta windy;-;S235JR/1.0037;Laser;-;-;-;-;S;-;3
1927;801;PRT-A0056683;A;Rama spawana 2;-;S235JR/1.0037;Konstrukcja spawana;-;Nie malować!;-;-;S;-;1
1927;801;PRT-A0056686;A;Blacha mocująca rame;-;S235JR/1.0037;Laser;-;-;-;-;-;-;1
1927;101;PRT-A0048358;A;Płytka mocująca 2;-;S235JR/1.0037;Laser;-;-;-;-;S;-;4
1927;801;PRT-A0061437;A;Płytka mocowania lasera;-;S235JR/1.0037;Laser;-;-;-;-;-;-;4
1927;801;PRT-A0056687;A;Zaślepka 1;-;S235JR/1.0037;Laser;-;-;-;-;-;-;2
1927;101;PRT-A0056141;B;Płytka stopki 2;-;S235JR/1.0037;Laser;-;-;-;-;-;-;25
1927;101;PRT-A0048359;A;Zaślepka 40x80;-;S235JR/1.0037;Laser;-;-;-;-;S;-;19
;;RH-20FRH10035N-D;A;Robot SCARA;RH-20FRH10035N-D;Złożenie;H. Mech.;-;-;H;-;-;-;1
1927;802;PRT-A0073413;A;Płyta dystansowa;-;S235JR/1.0037;Skrawanie;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
1927;804;PRT-A0062029;A;Tuleja kiści;-;4H13/1.4034;Skrawanie;-;-;-;-;-;-;1
;;sześciokątna M8;E;Nakrętka zwykła;DIN 934;FABORY;H. Mech.;-;-;H;-;-;;21
1927;804;PRT-A0062045;A;Osłona górna;-;PA13/3.3547;Skrawanie;-;Anodować;-;-;-;-;1
;;BMF00A2;C;Czujnik Typ. C;BMF00A2;BALLUFF;H. Elek.;-;-;H;-;-;-;6
;;sześciokątna M5;E;Nakrętka zwykła;DIN 934;FABORY;H. Mech.;-;-;H;-;-;;5
1927;804;PRT-A0057174;A;Płytka kiści;-;PA13/3.3547;Skrawanie;-;Anodować;-;-;-;-;1
1927;804;PRT-A0057224;A;Jarzmo;-;4H13/1.4034;Skrawanie;-;-;-;-;-;-;1
;-;GRLARQS M54;0;Zawór dławiąco-zwrotny;GRLARQS M54;RQS;H. Mech.;-;-;H;-;-;-;4
1927;804;PRT-A0057148;A;Haczyk;-;4H13/1.4034;CNC;32 HRC±2HRC;-;-;-;-;-;1
;-;Y-G012;0;Końcówka widełkowa;Y-G012;SMC;H. Mech.;;;H;;;;1
1927;804;PRT-A0057207;A;Docisk;-;POM;CNC;-;-;-;-;-;-;1
;-;CQ-D012;0;Wspornik montażowy;CQ-D012;SMC;H. Mech.;;;H;;;;1
1927;804;PRT-A0057225;A;Wałek haczyka;-;REXROTH;Skrawanie;-;-;-;-;-;-;1
1927;804;PRT-A0057201;A;Wspornik ucha tylnego;-;4H13/1.4034;Skrawanie;32 HRC±2HRC;-;-;-;-;-;1
;;CDQ2A12-20M;A;Siłownik;CDQ2A12-20DMZ;SMC;H. Mech;-;-;H;-;-;-;1
;;1010BS;B;Tulejka samosmarna;1010BS;Bimex;H. Mech.;-;-;H;-;-;-;2
1927;804;PRT-A0062231;A;Wspornik chwytaka;-;PA13/3.3547;Skrawanie;-;Anodować;-;-;-;-;1
;;M4 z kołnierzem;B;Mufa połączeniowa - SKD-8X10-M4;037624 10;WURTH;H. Mech.;-;-;H;-;-;-;7
;;DIN 439;C;Nakrętka niska;DIN 439 M6;FABORY;H. Mech.;-;-;H;-;-;-;1
1927;804;PRT-A0057286;A;Podpora;-;POM;CNC;-;-;-;-;-;-;1
1927;503;PRT-A0058237;A;Zderzak;;40HMQT/1.7225 +QT;Skrawanie;40 HRC±2HRC;Czernić;-;-;-;;10
;;K0574.02002455;D;Amortyzatory gumowe paraboliczne;K0574.02002455;KIPP;H. Mech.;-;-;H;-;-;-;1
;-;MHW2-32D;0;Chwytak 2-szczękowy, kątowy, mechanizm zębatkowy;MHW2-32D;SMC;H. Mech.;;;H;;;;1
1927;804;PRT-A0062179;A;Wałek;-;40HMQT/1.7225 +QT;Skrawanie;40 HRC±2HRC;Czernić;-;-;-;-;2
;-;GRLARQS 184;0;Zawór dławiąco-zwrotny;;RQS;-;-;-;H;-;-;-;2
1927;804;PRT-A0062178;A;Szczęka obrotowa;-;1.2312 (40CrMnMoS8-6);Skrawanie;32 HRC±2HRC;Czernić;-;-;-;-;2
1927;804;PRT-A0062214;A;Płytka siłownika;-;PA13/3.3547;Skrawanie;-;Anodować;-;-;-;-;1
1927;804;PRT-A0057283;A;Mocowanie odboju;-;PA13/3.3547;Skrawanie;-;Anodować;-;-;-;-;1
1927;804;PRT-A0062210;A;Klocek;-;POM;CNC;-;-;-;-;-;-;1
