Projekt_numer;Projekt_zespół;ID. Części;Rewizja;Opis;Numer katalogowy;Materiał;Typ;Obróbka cieplna;Powłoka;Handlowe;Zużywające;Spawanie;Uwagi;Liczba odniesień
;;z łb. walc. gn. 6kąt. M3x16;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;2
2011;600;PRT-A0073136;A;Mocowanie BSC00PJ;-;PA13/3.3547;CNC;-;Anodować;-;-;-;-;1
;;BCS00PJ;D;Czujnik pojemnościowy;BCS00PJ;BALLUFF;H. Elek.;-;-;H;-;-;Zasięg 1-4mm;2
2011;600;PRT-A0071414;A;Ramię docisku;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;2
;;z łb. walc. gn. 6kąt. M3x12;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;3
2011;600;PRT-A0073063;A;Wałeczek gumowy;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;4
2011;600;PRT-A0071412;A;Ramię małe;-;0H18N9/1.4301;CNC;-;-;-;-;-;-;4
2011;600;PRT-A0071424;0;-;-;PA13/3.3547;-;-;-;-;-;-;-;2
;-;GRLARQS M54;0;Zawór dławiąco-zwrotny;GRLARQS M54;RQS;H. Mech.;-;-;H;-;-;-;10
2011;600;PRT-A0071409;A;Płytka blokady;-;S355J2+N/1.0562;Laser;-;Czernić;-;-;-;-;2
;;Φ5x10;I;Śruba pasowana;Φ5-M4-10;KIPP;H. Mech.;-;-;H;-;-;-;4
2011;600;PRT-A0071415;A;Oś;-;REXROTH;Skrawanie;-;-;-;-;-;-;2
2011;600;PRT-A0071413;A;Oś;-;REXROTH;Skrawanie;-;-;-;-;-;-;6
2011;600;PRT-A0071429;A;Oś;-;REXROTH;Skrawanie;-;-;-;-;-;-;2
2011;600;PRT-A0071410;A;Płytka siłownika;;1.2312 (40CrMnMoS8-6);Skrawanie;-;Czernić;-;-;-;-;2
2011;600;PRT-A0071419;A;Dociskacz;-;4H13/1.4034;-;-;-;-;-;-;-;2
;;SG-M6;A;Głowica widełkowa;3110;FESTO;H. Mech.;-;-;H;-;-;-;2
;-;HGL-M5-B;0;Zawór zwrotny sterowany;530029;FESTO;H. Mech.;-;-;H;-;-;-;4
2011;600;PRT-A0071409-Lustro;0;-;-;S355J2+N/1.0562;-;-;-;-;-;-;-;2
2011;600;PRT-A0071433;A;Płytka łącząca;-;PA13/3.3547;-;-;-;-;-;-;-;2
;;Z 6;A;Seger zewnętrzny;DIN 471;FABORY;H. Mech.;-;-;H;-;-;;22
2011;600;PRT-A0071411;A;Ramię;-;0H18N9/1.4301;CNC;-;-;-;-;-;-;4
2011;600;PRT-A0071423;A;Płytka pośrednia;-;PA13/3.3547;-;-;Anodować;-;-;-;-;2
;;A-6-10-15;F;Tuleja samosmarująca Typu A;A-6-10-15;ALBECO;H. Mech.;-;-;H;-;-;;4
;;ADN-16-20-A-P-A;D;Siłownik pneumatyczny;536222;FESTO;H. Mech.;-;-;H;-;-;;2
;;z łb. walc. gn. 6kąt. M5x12;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;4
2011;600;PRT-A0071146;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
2011;600;PRT-A0070099;A;Wspornik pinów 2;;PA6/3.1325;Skrawanie;;Anodować;-;-;-;;1
2011;600;PRT-A0071267;B;Podpora PP;;4H13;;32 HRC ±2HRC;Czernić;;-;-;;1
2011;600;PRT-A0071262;A;Podpora PL;;4H13;;32 HRC±2HRC;-;;-;-;;1
;;GKS-113 306 230 A 1502;A;Pin pomiarowy;-;INGUN;H. Mech.;-;-;H;-;-;-;6
;;Wtyczka M12x1 kątowa;C;Wtyczka kątowa M12;-;-;H. Mech.;-;-;H;-;-;-;1
2011;600;PRT-A0071455;A;Blokada L;-;4H13/1.4034;-;32 HRC±2HRC;-;-;-;-;-;1
2011;600;PRT-A0071266;A;Podpora PT;-;4H13/1.4034;-;32 HRC±2HRC;-;-;-;-;-;1
2011;600;PRT-A0070657;0;Podpora lewa eCrafter Tył;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
2011;600;PRT-A0070100;A;Wspornik pinów 1;;PA6/3.1325;Skrawanie;;Anodować;-;-;-;;1
2011;600;PRT-A0071265;A;Dokładka PP;;4H13;;32 HRC±2HRC;-;;-;-;;1
;;z łb. walc. gn. 6kąt. M4x20;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;3
;;z łb. walc. gn. 6kąt. M3x8;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;1
;;KS-113 23;A;Fajka pina pomiarowego;-;INGUN;H. Mech.;-;-;H;-;-;-;6
;;walcowy 5x24;H;Kołek;DIN 6325;FABORY;H. Mech.;-;-;H;-;-;;2
2011;600;PRT-A0071450;A;Blokada P;-;4H13/1.4034;-;32 HRC±2HRC;-;-;-;-;-;1
2011;600;PRT-A0070110;A;Wałek dystansowy;;PA6/3.1325;Skrawanie;;Anodować;-;-;-;;2
2011;;751.kc.12.02-61726-1-00-000_ID_00_HEBEL_VW_CRAFTER_FLT_RE_150811_SF_1_751_arch;A;;;;;;;;-;-;;4
2011;;751.kc.12.02-61730-00-000_ID_00_FEDER_VW-CRAFTER_FLT_RE_150508_SF_751_arch;A;;;;;;;;-;-;;2
2011;;751.kc.12.02-61724_1_00_000_ID_00_Housing_VW_CRAFTER_FLT_150710_JDV_1_751_arch;A;;;;;;;;-;-;;2
2011;;751.kc.12.02-61728-1-00-000_ID_00_ACHSE_VW_CRAFTER_FLT_RE_150522_JDV_751_arch;A;;;;;;;;-;-;;2
2011;;751.kc.12.02-61736-1-00-000_ID_00_Cover_VW_CRAFTER_FLT_RE_150730_A_JDV_751_arch;A;;;;;;;;-;-;;2
2011;;751.kc.12.02-61724_1_00_000_ID_00_Housing_VW_CRAFTER_FLT_150710_JDV_751_arch;A;;;;;;;;-;-;;3
2011;;751.kc.12.02-61730-00-000_ID_00_FEDER_VW-CRAFTER_FLT_RE_150508_SF_1_751_arch;A;;;;;;;;-;-;;2
2011;;751.kc.12.01.13_751_arch;A;;;45 (1.0530);;40 HRC ±2HRC;Czernić;;-;-;;60
2011;;HI_SCHUNK-SWK 011-000-000-parts, 01_751_arch;A;;;;;;;;-;-;;19
2011;;751.kc.10.01.03 - Płyta adaptera_751_arch;A;;;40H;;Ulepszać cieplnie 32 <MOD-PM> 2 HRC;Czernienie;;-;-;;19
2011;;HI_SCHUNK-SWA 011-000-000-parts, 01_751_arch;A;;;;;;;;-;-;;19
2011;;SCHUNK-9936356 A15-Adapter_751_arch;A;;;SCHUNK;;;;;-;-;;19
2011;;751.kc.12.01.18_751_arch;A;;;PA6 (3.1325);;;Anodować;;-;-;;19
2011;;ATI-9120-011-SIP-Q-0000.sldasm-Part-1_751_arch;A;;;;;;;;-;-;;19
2011;;ATI-9120-011-SIP-Q-0000.sldasm-Part-2_751_arch;A;;;;;;;;-;-;;19
2011;;SCHUNK-9936357 A15-Kopf_751_arch;A;;;SCHUNK;;;;;-;-;;19
2011;;DB9_M_751_arch;A;;;;;;;;-;-;;19
2011;;751.kc.12.01.09_751_arch;A;;;PA9 (3.4365);;;;;-;-;;23
2011;;A_DB9_751_arch;A;;;;;;;;-;-;;19
2011;;751.kc.12.05.02_751_arch;A;;;PA 6 (poliamid);;;;;-;-;;19
2011;;Balluff BES_M12MI_PSC40B_S04G_751_arch;A;;;;;;;;-;-;;19
2011;;751.kc.12.02.03_751_arch;A;;;45 (1.0530);;;Czernić;;-;-;;2
2011;;751.kc.12.02.06_751_arch;A;;;PA6 (3.1325);;;Anodować;;-;-;;2
2011;;751.kc.12.02.10_751_arch;A;;;45 (1.0530);;;Czernić;;-;-;;2
2011;;Lustro751.kc.12.02.05_751_arch;A;;;;;;;;-;-;;2
2011;;751.kc.12.02-FESTO-560210_HGPT-35-A-B---_2__751_arch;A;;;;;;;;-;-;;2
2011;;751.kc.12.02.04_751_arch;A;;;PE 500 (polietylen);;;Czarny;;-;-;;2
2011;;751.kc.12.02.07.SMC-AS1201FPG-M5-04_751_arch;A;;;;;;;;-;-;;4
2011;;751.kc.12.02.11_751_arch;A;;;PA6 (3.1325);;;Anodować;;-;-;;2
2011;;751.kc.12.02.08-FESTO-530029_HGL_M5_751_arch;A;;;1.0038 (St3S);;;;;-;-;;2
2011;;751.kc.12.02.02_751_arch;A;;;45 (1.0530);;;Czernić;;-;-;;2
2011;;751.kc.12.02.05_751_arch;A;;;PE 500 (polietylen);;;Czarny;;-;-;;2
2011;;751.kc.12.02.09_751_arch;A;;;;;;;;-;-;;2
2011;;Lustro751.kc.12.02.04_751_arch;A;;;;;;;;-;-;;2
2011;600;PRT-A0073415;A;Płyta główna;-;PA13/3.3547;CNC;-;Anodować;-;-;-;-;1
2011;600;PRT-A0076082;A;TULEJA DYSTANSOWA;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;4
2011;600;PRT-A0070115;A;Płyta pionowa supportu;;PA6/3.1325;Skrawanie;;Anodować;-;-;-;;1
;;HGH20HAZAH;A;Wózek;;HIWIN;H. Mech.;-;-;H;-;-;;2
2011;600;M12;A;Wkręt dociskowy;;ISO 4026;;;;;-;-;;1
2011;600;PRT-A0070116;A;Płyta supportu 1;;PA6/3.1325;CNC;;Anodować;-;-;-;;1
2011;600;PRT-A0070114;A;Wzmocnienie supportu;;PA6/3.1325;CNC;;Anodować;-;-;-;;1
;;Φ12x30;I;Śruba pasowana;Φ12-M10-30;KIPP;H. Mech.;-;-;H;-;-;-;2
;;K0719.12;B;Głowica przegubowa;K0719.12;KIPP;H. Mech.;-;-;H;-;-;-;2
2011;600;PRT-A0070112;A;Adapter łącznika;;PA13/3.3547;Skrawanie;;Anodować;-;-;-;;2
;;2297687 EMGA-60-P-G5-EAS-60;A;Przekładnia EMGA;2297687;FESTO;;-;-;H;-;-;;1
;;ELGA-TB-G-70-500-0H;C;Napęd z paskiem zębatym;570502;FESTO;H. Mech.;-;-;H;-;-;-;1
2011;600;PRT-A0070113;A;Płyta napędu liniowego;;PA6/3.1325;Skrawanie;;Anodować;-;-;-;;1
;-;1456616 EAMM-A-N38-60H;0;Zestaw osiowy;1456616;FESTO;H. Mech.;-;-;H;-;-;;1
;;hg-kr23b;A;Serwosilnik;248658;MITSUBISHI;H. Elek.;-;-;H;-;-;-;1
;;EAPM-SF-EGC-1-70-558047;B;;;FESTO;;-;-;H;-;-;;1
2011;600;PRT-A0070109;A;Wspornik ruchomy prowadnika;;0H18N9/1.4301;Laser;;;-;-;-;;1
;-;7201 BEP;0;Łożysko kulkowe skośne;7201 BEP;SKF;H. Mech.;-;-;H;-;-;;2
;-;K1477.13;0;;;;;;;H;;;;1
;-;K0936.113013;0;Tuleja centrująca;K0936.113013;;H. Mech.;;;H;;;;1
2011;600;PRT-A0070575;A;Ramię tył;;PA9/3.4365;Skrawanie;;Anodować;-;-;-;;1
2011;600;PRT-A0070633;A;Palec tył zapas;;4H13/1.4057;Skrawanie;;;-;-;-;;1
;;z łb. walc. gn. 6kąt. M4x12;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;3
;;bez łba, koniec płaski M5x12;D;Śruba;DIN 913;FABORY;H. Mech.;-;-;H;-;-;kl. 8.8;4
-;-;walcowy z gwintem 5x16;0;Kołek;ISO 7979D;FABORY;H. Mech.;-;-;H;-;-;;4
2011;600;PRT-A0070576;A;Odważnik tył;;St5/1.0050;Skrawanie;;Czernić;-;-;-;;1
2011;600;PRT-A0070124;A;Mocowanie czujników;;0H18N9/1.4301;Laser;;;-;-;-;;1
;-;RADEX-NC10EK 2.6-fi9 2.5-fi14;0;Sprzęgło;RADEX-NC10EK 2.6-fi9 2.5-fi14;KTR;H. Mech.;-;-;H;-;-;;1
2011;600;PRT-A0070128;A;Wałek główny;;40H/1.7035;Skrawanie;32 HRC±2HRC;Czernić;-;-;-;;1
;;hg-kr43;A;Serwosilnik;HG-KR43;MITSUBISHI;H. Elek.;-;-;H;-;-;;1
;-;BES00L4;0;Czujnik indykcyjny M5;BES00L4;BALLUFF;H. Elek.;-;-;H;-;-;;2
;;MB 1;A;Podkładka zębata;MB 1;SKF;H. Mech.;;;H;-;-;;1
2011;600;PRT-A0070121;A;Wpust;;St5/1.0050;Skrawanie;;Czernić;-;-;-;;4
;-;K0935.113013 Lock;0;;;;;;;H;;;;1
2011;600;PRT-A0070125;A;Pokrywa łożyska;;St3S/1.0038;Laser;;Cynkować na biało;-;-;-;;2
;-;2200-2.5NM;0;Czujnik momentu;2200-2.5NM;NCTE;H. Elek.;-;-;H;-;-;;1
2011;600;PRT-A0070129;B;Korpus;;PA6/3.1325;Skrawanie;;Anodować;-;-;-;;1
;-;KM 1 (M12x1);0;Nakrętka łożyskowa;KM1;SKF;;;;H;-;-;;1
2011;600;PRT-A0070123;A;Pokrywka;;St3S/1.0038;Laser;;Malować RAL 7045;-;-;-;;1
;-;RADEX-NC10EK 2.6-fi9 2.6-fi9;0;Sprzęgło;RADEX-NC10EK 2.6-fi9 2.6-fi9;KTR;H. Mech.;-;-;H;-;-;;1
;;TYŁ;B;Czujnik indukc. M5;BES00HC;BALLUFF;H. Mech.;-;-;H;-;-;-;2
2011;600;PRT-A0070127;A;Pierścień dystansowy;;45/1.0530;Skrawanie;32 HRC±2HRC;;-;-;-;;1
2011;600;PRT-A0070119;A;Wspornik płyty prowadnic;;PA6/3.1325;Skrawanie;;Anodować;-;-;-;;3
2011;600;PRT-A0070117;A;Płyta zespołu dojazdu;;PA6/3.1325;CNC;;Anodować;-;-;-;;1
;;HGR20R L=620mm 11 otw. sym.;G;Szyna;HGR20R;HIWIN;H. Mech.;-;-;H;-;-;-;2
2011;600;PRT-A0070118;A;Zabezpieczenie szyny;;St3S/1.0038;Skrawanie;;Czernić;-;-;-;;2
2011;;0_528m_255_03_055_0___2030_12PZ1B_A2_1;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
2011;600;PRT-A0070492;A;Kostka elektryczna;;Materiał <nieokreślony>;Skrawanie;;;-;-;-;;2
2011;600;PRT-A0070090;A;Wspornik siłownika;;PA6/3.1325;Skrawanie;;Anodować;-;-;-;;4
;;7C0_843_642_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_25-21.02.2023;B;;-;Złożenie;-;-;-;-;-;-;-;3
;;AS2201F-01-06SA;A;Zawór dławiąco zwrotny;AS2201F-01-06SA;SMC;H. Mech.;-;-;H;-;-;;8
2011;600;PRT-A0070105-Lustro;0;-;-;4H13/1.4034;-;-;-;-;-;-;-;1
1597;;_MXZ12-15(0)_BODY;A;;;Materiał <nieokreślony>;;;;-;-;-;;2
1597;;_MXZ12-15(0)_ROD;A;;;Materiał <nieokreślony>;;;;-;-;-;;2
1597;;_CQ-M3x45L(12)_MXZ;A;;;Materiał <nieokreślony>;;;;-;-;-;;4
2011;600;PRT-A0070491-Lustro;0;-;-;PA6/3.1325;-;-;-;-;-;-;-;1
;-;_MK32-50Z(0)_ROD R;0;-;-;Materiał <nieokreślony>;-;-;-;H;-;-;-;4
;-;_MKB32-50Z(0)_BODY L;0;-;-;Materiał <nieokreślony>;-;-;-;H;-;-;-;4
2011;600;PRT-A0070498;A;Mocowanie podpory przedniej;-;PA13/3.3547;CNC;-;Anodować;-;-;-;-;4
2011;600;PRT-A0070489;A;Mocowanie podpory środkowej;-;PA13/3.3547;-;-;Anodować;-;-;-;-;2
2011;600;PRT-A0070089;A;Ramie dociskowe;;C45/1.0503;Skrawanie;32 HRC±2HRC;Czernić;-;-;-;;4
2011;600;PRT-A0070546;A;Tuleja bazująca;;1.4034 (4H13);Skrawanie;40 HRC ±2HRC;;-;-;-;;2
2011;600;PRT-A0070487-Lustro;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
;;E2E-C03SR8-CJ-B1;B;Czujnik indukcyjny;-;OMRON;H. Elek.;-;-;H;-;-;-;4
2011;600;PRT-A0070494-Lustro;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
2011;600;PRT-A0070088;A;Tuleja docisku;;POM;Skrawanie;;Kolor: Czarny;-;-;-;;4
2011;600;PRT-A0070106;A;Płyta główna;;PA6/3.1325;CNC;;Anodować;-;-;-;;1
2011;600;PRT-A0070542;A;Wspornik siłownika 1;;PA6/3.1325;Skrawanie;;Anodować;-;-;-;;1
2011;600;PRT-A0070499-Lustro;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
2011;600;PRT-A0070131;A;Podstawa zespołu;;PA6/3.1325;Skrawanie;;Anodować;-;-;-;;1
2011;600;PRT-A0073500;A;Osłona;-;DC01/1.0330;Laser;-;Malować RAL 7045 (Ciemny szary);-;-;-;-;1
2011;600;PRT-A0070548;A;Ściana lewa;-;PA13/3.3547;CNC;-;Anodować;-;-;-;-;1
2011;600;PRT-A0070491;A;Wspornik siłownika 2;;PA6/3.1325;Skrawanie;;Anodować;-;-;-;;1
2011;600;PRT-A0070487;A;Podpora środkowa;-;POM;CNC;-;Kolor: Czarny;-;-;-;-;1
2011;600;PRT-A0070107;A;Płyta główna;;PA6/3.1325;Skrawanie;;Anodować;-;-;-;;1
2011;600;PRT-A0070105;A;Tuleja bazująca;;1.4034 (4H13);Skrawanie;40 HRC ±2HRC;;-;-;-;;1
2011;600;PRT-A0070494;A;Podpora przednia 1;-;4H13/1.4034;CNC;32 HRC±2HRC;-;-;-;-;-;1
2011;600;PRT-A0070490;A;Wspornik siłownika 1;;PA6/3.1325;Skrawanie;;Anodować;-;-;-;;1
;;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_12-21.02.2023;A;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_6-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_15-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_9-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_18-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_20-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_23-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_10-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_4-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_13-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;2
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_7-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_16-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
;;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_19-21.02.2023;A;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;2
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_21-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
;;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_24-21.02.2023;B;Sprężyna eCrafter przesuwny LH;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_11-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_5-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
;;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_14-21.02.2023;B;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_8-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_17-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_2-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_22v-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
-;-;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_1-21.02.2023;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
;;7C0_843_641_A__DMU_TM__002_____ZSB_INNENBETAETIGU_SBT_______JTI_080422_3-21.02.2023;B;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
2011;600;PRT-A0070499;A;Podpora przednia 2;-;4H13/1.4034;CNC;32 HRC±2HRC;-;-;-;-;-;1
2011;600;PRT-A0070108;A;Rynna prowadnika;;0H18N9/1.4301;Laser;;;-;-;-;;1
2011;;751.kc.12.04.02_751_arch;A;;;PE 500 (polietylen);;;Czarny;;-;-;;7
2011;;Lustro751.kc.12.04.12_751_arch;A;;;;;;;;-;-;;14
2011;;751.kc.12.04.05_751_arch;A;;;PA6 (3.1325);;;Anodować;;-;-;;14
2011;;751.kc.12.04.07_751_arch;A;;;PE 500 (polietylen);;;Czarny;;-;-;;7
2011;;751.kc.12.04.11_751_arch;A;;;;;;;;-;-;;7
2011;;751.kc.12.04-61654-1-00-001_ID_00_Griffschale_VW_Crafter_STIB_150916_SF_4_751_arch;A;;;;;;;;-;-;;7
2011;;751.kc.12.04-61654-1-00-001_ID_00_Griffschale_VW_Crafter_STIB_150916_SF_2_751_arch;A;;;;;;;;-;-;;7
2011;;751.kc.12.04-61654-1-00-001_ID_00_Griffschale_VW_Crafter_STIB_150916_SF_5_751_arch;A;;;;;;;;-;-;;7
2011;;751.kc.12.04-61654-1-00-001_ID_00_Griffschale_VW_Crafter_STIB_150916_SF_3_751_arch;A;;;;;;;;-;-;;7
2011;;751.kc.12.04-61661-1-00-001_ID_00_UMLENKROLLE_VW_CRAFTER_STIB_150828_SF_751_arch;A;;;;;;;;-;-;;56
2011;;751.kc.12.04-61668-1-00-000_ID_00_Schaumdichtung_VW_CRAFTER_STIB_150910_SF_2_751_arch;A;;;;;;;;-;-;;7
2011;;751.kc.12.04-61668-1-00-000_ID_00_Schaumdichtung_VW_CRAFTER_STIB_150910_SF_751_arch;A;;;;;;;;-;-;;7
2011;;751.kc.12.04-61662_63-3-00-000_ID_00_Feder_VW_Crafter_STIB_150820_SF PRZEROBIONA_751_arch;A;;;;;;;;-;-;;28
2011;;751.kc.12.04-61658-1-00-001_ID_00_Griffklappe_VW_Crafter_STIB_150903_SF_2_751_arch;A;;;;;;;;-;-;;28
2011;;751.kc.12.04-61664-1-00-000_ID_00_ACHSE_VW_CRAFTER_STIB_150820_SF_751_arch;A;;;;;;;;-;-;;28
2011;;Lustro751.kc.12.04.02_751_arch;A;;;PE 500 (polietylen);;;Czarny;;-;-;;7
2011;;751.kc.12.04.00-smc-MXH16-15_751_arch;A;;;;;;;;-;-;;28
2011;;Lustro751.kc.12.04.05_751_arch;A;;;;;;;;-;-;;14
2011;;751.kc.12.04.03_751_arch;A;;;PE 500 (polietylen);;;Czarny;;-;-;;7
2011;;751.kc.12.03.09_751_arch;A;;;PA6 (3.1325);;;Anodować;;-;-;;31
2011;;751.kc.12.04.06- kołek D6 L12_751_arch;A;;;;;;;;-;-;;7
